"date","electricity_kwh","electricity_intervals","electricity_replacement_intervals","electricity_replacement_share","electricity_peak_kw","electricity_baseload_kw_p10","electricity_night_kwh","electricity_daytime_kwh","electricity_feed_in_kwh","feed_in_intervals","feed_in_replacement_intervals","feed_in_replacement_share","heat_meter_kwh","heat_meter_m3","heat_kwh","heat_kwh_prev","heat_volume_m3","heat_volume_per_mwh_m3","heat_approximated_flag","pv_kwh","arrivals","nights","arrivals_compare","nights_compare","weather_station_id","temp_mean_c","temp_max_c","temp_min_c","precipitation_raw_mm","precipitation_mm","precipitation_negative_flag","sunshine_hours","humidity_mean_pct","wind_mean_ms","snow_depth_cm","snow_depth_missing_flag","hdd18","frost_day_flag","ice_day_flag","summer_day_flag","weather_data_available","timestamp_ms","has_guests_flag","occupied_apartments_estimated","electricity_data_available","feed_in_data_available","heat_data_available","pv_data_available","occupancy_data_available","season_cluster","meteorological_season"
2025-01-01,31.005,96,0,0,5.1,0.418,6.079,17.293,0.848,96,0,0,24724,652.74,436,0,11.15,25.57,0,7.7,0,4,0,4,"19821",-0.3,6.3,-6.8,-1,0,1,5.9,69,0.6,NA,1,18.3,1,0,0,1,1735689600000,1,2,1,1,1,1,1,"winter","winter"
2025-01-02,35.614,96,0,0,5.124,0.61,5.61,21.113,0.366,96,0,0,25160,663.89,421,0,11.09,26.34,0,4.87,2,6,2,6,"19821",-0.2,4.9,-5.2,0,0,0,1.6,70,2.1,NA,1,18.2,1,0,0,1,1.735776e+12,1,3,1,1,1,1,1,"winter","winter"
2025-01-03,37.618,96,0,0,4.324,0.864,5.753,23.355,0.66,96,0,0,25581,674.98,420,0,11.22,26.71,0,7.36,0,4,0,4,"19821",-0.9,3.5,-5.3,-1,0,1,5.7,66,1,NA,1,18.9,1,0,0,1,1735862400000,1,2,1,1,1,1,1,"winter","winter"
2025-01-04,45.707,96,0,0,5.384,0.486,5.431,28.056,0.85,96,0,0,26001,686.2,466,0,12.37,26.55,0,7.7,0,2,0,2,"19821",-5.4,-0.3,-10.4,-1,0,1,4.7,70,1,NA,1,23.4,1,1,0,1,1735948800000,1,1,1,1,1,1,1,"winter","winter"
2025-01-05,33.06,96,0,0,5.424,0.64,6.576,16.505,0.006,96,0,0,26467,698.57,487,0,12.47,25.61,0,3.75,0,2,0,2,"19821",-2.9,2.9,-8.6,-1,0,1,1,67,1,NA,1,20.9,1,0,0,1,1736035200000,1,1,1,1,1,1,1,"winter","winter"
2025-01-06,27.781,96,0,0,3.428,0.71,5.029,16.41,0.117,96,0,0,26954,711.04,407,0,10.53,25.87,0,2.78,0,2,0,2,"19821",3.7,8.6,-1.2,4.7,4.7,0,0.4,70,3.2,NA,1,14.3,1,0,0,1,1736121600000,1,1,1,1,1,1,1,"winter","winter"
2025-01-07,34.796,96,0,0,3.464,0.74,4.69,23.72,0,96,0,0,27361,721.57,389,0,10.23,26.3,0,0.66,0,2,0,2,"19821",4.7,8,1.3,10.9,10.9,0,0,95,0.6,NA,1,13.3,0,0,0,1,1.736208e+12,1,1,1,1,1,1,1,"winter","winter"
2025-01-08,25.981,96,0,0,5.496,0.358,4.794,14.301,0.962,96,0,0,27750,731.8,407,0,10.42,25.6,0,8.06,0,2,0,2,"19821",2.8,6.8,-1.3,0,0,0,5.3,80,1.5,NA,1,15.2,1,0,0,1,1736294400000,1,1,1,1,1,1,1,"winter","winter"
2025-01-09,32.721,96,0,0,4.564,0.7,4.821,21.686,0,96,0,0,28157,742.22,376,0,10.42,27.71,0,1.71,0,0,0,0,"19821",3.4,6.9,-0.1,9.6,9.6,0,0.1,89,1,NA,1,14.6,1,0,0,1,1736380800000,0,0,1,1,1,1,1,"winter","winter"
2025-01-10,25.157,96,0,0,2.74,0.004,5.199,11.896,2.257,96,0,0,28533,752.64,414,0,10.64,25.7,0,7.52,0,0,0,0,"19821",-1.1,4.3,-6.4,-1,0,1,5.8,82,0.6,NA,1,19.1,1,0,0,1,1736467200000,0,0,1,1,1,1,1,"winter","winter"
2025-01-11,26.076,96,0,0,3.704,0.676,6.015,13.921,0.694,96,0,0,28947,763.28,471,0,12.02,25.52,0,8.59,0,0,0,0,"19821",-6.2,-0.7,-11.6,-1,0,1,6.2,79,1,NA,1,24.2,1,1,0,1,1736553600000,0,0,1,1,1,1,1,"winter","winter"
2025-01-12,22.508,96,0,0,3.808,0,4.911,11.05,2.791,96,0,0,29418,775.3,483,0,12.35,25.57,0,8.29,0,0,0,0,"19821",-4.1,2.7,-10.8,-1,0,1,6.2,59,2.1,NA,1,22.1,1,0,0,1,1.73664e+12,0,0,1,1,1,1,1,"winter","winter"
2025-01-13,28.115,96,0,0,5.092,0.44,4.911,17.149,1.456,96,0,0,29901,787.65,521,0,13.14,25.22,0,8.8,0,0,0,0,"19821",-5.9,0,-11.7,-1,0,1,6.2,69,0.6,NA,1,23.9,1,0,0,1,1736726400000,0,0,1,1,1,1,1,"winter","winter"
2025-01-14,25.504,96,0,0,2.424,0.414,5.051,13.122,0.595,96,0,0,30422,800.79,527,0,13.45,25.52,0,5.75,0,0,0,0,"19821",-7.3,-2.1,-12.4,-1,0,1,2.5,76,1,NA,1,25.3,1,1,0,1,1736812800000,0,0,1,1,1,1,1,"winter","winter"
2025-01-15,26.681,96,0,0,3.428,0.616,5.354,14.34,1.008,96,0,0,30949,814.24,509,0,12.64,24.83,0,6.6,0,0,0,0,"19821",-3.1,3.7,-9.9,-1,0,1,3.3,70,1,NA,1,21.1,1,0,0,1,1736899200000,0,0,1,1,1,1,1,"winter","winter"
2025-01-16,26.126,96,0,0,2.912,0.56,4.767,14.339,0.968,96,0,0,31458,826.88,478,0,11.89,24.87,0,5.83,0,0,0,0,"19821",-0.5,3.9,-4.9,-1,0,1,3,74,0.6,NA,1,18.5,1,0,0,1,1736985600000,0,0,1,1,1,1,1,"winter","winter"
2025-01-17,29.336,96,0,0,4.772,0.564,5.013,18.698,0.387,96,0,0,31936,838.77,477,0,11.82,24.78,0,3.64,0,0,0,0,"19821",-1.6,2.5,-5.6,-1,0,1,2.8,78,0.6,NA,1,19.6,1,0,0,1,1.737072e+12,0,0,1,1,1,1,1,"winter","winter"
2025-01-18,29.254,96,0,0,3.024,0.52,5.979,15.348,1.104,96,0,0,32413,850.59,491,0,12.48,25.42,0,9.46,0,0,0,0,"19821",-3.5,3.2,-10.1,-1,0,1,6.6,73,1,NA,1,21.5,1,0,0,1,1737158400000,0,0,1,1,1,1,1,"winter","winter"
2025-01-19,32.052,96,0,0,4.6,0.164,7.289,16.378,1.711,96,0,0,32904,863.07,453,0,11.06,24.42,0,8.24,2,2,2,2,"19821",-2,4,-8,0,0,0,3.9,72,0.6,NA,1,20,1,0,0,1,1737244800000,1,1,1,1,1,1,1,"winter","winter"
2025-01-20,30.735,96,0,0,4.62,0.42,6.283,14.2,0.999,96,0,0,33357,874.13,426,0,10.58,24.84,0,5.99,2,4,2,4,"19821",1.4,5.3,-2.6,-1,0,1,2.2,76,0.2,NA,1,16.6,1,0,0,1,1737331200000,1,2,1,1,1,1,1,"winter","winter"
2025-01-21,26.228,96,0,0,3.236,0.562,4.674,14.267,1.12,96,0,0,33783,884.71,390,0,9.96,25.54,0,8.05,0,4,0,4,"19821",2.9,8.5,-2.7,-1,0,1,6.7,75,0.6,NA,1,15.1,1,0,0,1,1737417600000,1,2,1,1,1,1,1,"winter","winter"
2025-01-22,21.539,96,0,0,2.3,0.196,4.602,9.091,1.738,96,0,0,34173,894.67,394,0,10.25,26.02,0,8.04,0,4,0,4,"19821",0.9,7.5,-5.8,-1,0,1,4.6,74,0.6,NA,1,17.1,1,0,0,1,1.737504e+12,1,2,1,1,1,1,1,"winter","winter"
2025-01-23,28.726,96,0,0,4.252,0.46,4.845,15.171,0.022,96,0,0,34567,904.92,393,0,10.16,25.85,0,3.68,0,4,0,4,"19821",3.3,9.5,-2.9,0,0,0,0.9,75,0.6,NA,1,14.7,1,0,0,1,1737590400000,1,2,1,1,1,1,1,"winter","winter"
2025-01-24,38.455,96,0,0,4.572,0.78,5.678,23.637,0.095,96,0,0,34960,915.08,377,0,9.95,26.39,0,6.59,0,4,0,4,"19821",4.6,8.9,0.2,-1,0,1,5.6,77,1,NA,1,13.4,0,0,0,1,1737676800000,1,2,1,1,1,1,1,"winter","winter"
2025-01-25,26.223,96,2,0.0208333333333333,3.572,0.616,5.174,13.825,0.615,96,2,0.0208333333333333,35337,925.03,366,0,10.1,27.6,0,9.43,2,6,2,6,"19821",2.7,9,-3.6,-1,0,1,7.1,69,1.5,NA,1,15.3,1,0,0,1,1737763200000,1,3,1,1,1,1,1,"winter","winter"
2025-01-26,38.036,96,0,0,5.104,0.788,5.034,25.057,0,96,0,0,35703,935.13,360,0,9.55,26.53,0,2.22,0,2,0,2,"19821",3.2,6.6,-0.3,2.1,2.1,0,0,86,1.5,NA,1,14.8,1,0,0,1,1737849600000,1,1,1,1,1,1,1,"winter","winter"
2025-01-27,33.174,96,0,0,6.44,0.6,5.438,19.753,0.014,96,0,0,36063,944.68,342,0,9.03,26.4,0,3.53,0,2,0,2,"19821",4.9,8.2,1.6,18.2,18.2,0,0,70,1.5,NA,1,13.1,0,0,0,1,1.737936e+12,1,1,1,1,1,1,1,"winter","winter"
2025-01-28,36.444,96,0,0,4.708,0.986,6.225,22.169,0,96,0,0,36405,953.71,338,0,9.42,27.87,0,1.01,2,4,2,4,"19821",5.2,7.6,2.8,34.2,34.2,0,0,92,1,NA,1,12.8,0,0,0,1,1738022400000,1,2,1,1,1,1,1,"winter","winter"
2025-01-29,29.575,96,0,0,4.764,0.446,5.622,17.256,1.737,96,0,0,36743,963.13,333,0,8.85,26.58,0,10.36,0,4,0,4,"19821",2.5,5.3,-0.3,-1,0,1,4.3,88,1,NA,1,15.5,1,0,0,1,1738108800000,1,2,1,1,1,1,1,"winter","winter"
2025-01-30,23.943,96,0,0,2.876,0.176,5,11.43,1.902,96,0,0,37076,971.98,366,0,9.86,26.94,0,10.75,0,4,0,4,"19821",1.4,6.7,-3.9,-1,0,1,7.9,80,1.5,NA,1,16.6,1,0,0,1,1738195200000,1,2,1,1,1,1,1,"winter","winter"
2025-01-31,25.343,96,0,0,3.68,0.302,5.48,13.492,1.845,96,0,0,37442,981.84,361,0,9.65,26.73,0,10.28,0,4,0,4,"19821",1.5,6.9,-4,0.2,0.2,0,4.9,77,0.6,NA,1,16.5,1,0,0,1,1738281600000,1,2,1,1,1,1,1,"winter","winter"
2025-02-01,33.887,96,0,0,3.62,0.83,5.849,21.322,0,96,0,0,37803,991.49,414,0,10.87,26.26,0,2.01,0,0,0,0,"19821",1.3,2.3,0.2,1,1,0,0,93,1,NA,1,16.7,0,0,0,1,1.738368e+12,0,0,1,1,1,1,1,"winter","winter"
2025-02-02,37.566,96,0,0,5.408,0.774,5.517,22.897,0.006,96,0,0,38217,1002.36,371,0,9.9,26.68,0,6.13,5,5,5,5,"19821",3.3,6.6,0,-1,0,1,6.1,81,1.5,NA,1,14.7,0,0,0,1,1738454400000,1,3,1,1,1,1,1,"winter","winter"
2025-02-03,48.181,96,0,0,6.472,1.042,6.909,32.512,0,96,0,0,38588,1012.26,384,0,10,26.04,0,3.19,2,7,2,7,"19821",1.9,4.2,-0.4,-1,0,1,2.5,78,2.1,NA,1,16.1,1,0,0,1,1738540800000,1,3,1,1,1,1,1,"winter","winter"
2025-02-04,36.514,96,0,0,5.616,0.334,6.74,18.862,1.531,96,0,0,38972,1022.26,396,0,10.26,25.91,0,9.18,0,7,0,7,"19821",2.5,6.4,-1.4,-1,0,1,6.3,72,0.6,NA,1,15.5,1,0,0,1,1738627200000,1,3,1,1,1,1,1,"winter","winter"
2025-02-05,29.92,96,0,0,3.816,0.324,6.479,13.242,1.811,96,0,0,39368,1032.52,393,0,10.05,25.57,0,11.99,0,7,0,7,"19821",1.5,8.7,-5.7,-1,0,1,8.5,68,0.6,NA,1,16.5,1,0,0,1,1738713600000,1,3,1,1,1,1,1,"winter","winter"
2025-02-06,28.52,96,0,0,3.78,0.242,6.524,12.711,2.034,96,0,0,39761,1042.57,392,0,10.01,25.54,0,12.33,0,7,0,7,"19821",1.1,8.3,-6.2,-1,0,1,8.5,69,1.5,NA,1,16.9,1,0,0,1,1.7388e+12,1,3,1,1,1,1,1,"winter","winter"
2025-02-07,39.842,96,0,0,3.828,1.01,6.928,24.113,0,96,0,0,40153,1052.58,427,0,10.75,25.18,0,3.52,0,5,0,5,"19821",-0.4,1.4,-2.1,-1,0,1,0.1,73,1.5,NA,1,18.4,1,0,0,1,1738886400000,1,3,1,1,1,1,1,"winter","winter"
2025-02-08,28.004,96,0,0,2.576,0.534,6.776,13.881,1.445,96,0,0,40580,1063.33,415,0,10.73,25.86,0,11.68,3,8,3,8,"19821",1.1,8.5,-6.3,-1,0,1,8.3,69,1,NA,1,16.9,1,0,0,1,1738972800000,1,3,1,1,1,1,1,"winter","winter"
2025-02-09,40.238,96,0,0,6.052,0.876,6.486,23.738,0.16,96,0,0,40995,1074.06,405,0,10.59,26.15,0,5.28,2,7,2,7,"19821",3.9,9.8,-2.1,0,0,0,1.8,74,1,NA,1,14.1,1,0,0,1,1739059200000,1,3,1,1,1,1,1,"winter","winter"
2025-02-10,44.818,96,0,0,4.748,0.966,6.393,28.111,0,96,0,0,41400,1084.65,409,0,10.67,26.09,0,4.3,0,7,0,7,"19821",1.7,5.9,-2.6,-1,0,1,2.3,85,2.1,NA,1,16.3,1,0,0,1,1739145600000,1,3,1,1,1,1,1,"winter","winter"
2025-02-11,47.664,96,0,0,5.104,0.97,6.151,31.058,0,96,0,0,41809,1095.32,382,0,9.78,25.6,0,2.42,0,7,0,7,"19821",1.6,2.8,0.4,0.1,0.1,0,0,89,2.1,NA,1,16.4,0,0,0,1,1.739232e+12,1,3,1,1,1,1,1,"winter","winter"
2025-02-12,38.953,96,0,0,3.692,0.926,6.139,24.472,0.04,96,0,0,42191,1105.1,401,0,10.34,25.79,0,4.91,0,4,0,4,"19821",2.9,6,-0.3,0,0,0,0.3,87,2.1,NA,1,15.1,1,0,0,1,1739318400000,1,2,1,1,1,1,1,"winter","winter"
2025-02-13,28.987,96,0,0,4.084,0.532,7.282,13.731,1.337,96,0,0,42592,1115.44,379,0,9.95,26.25,0,9.07,0,4,0,4,"19821",3.6,8.4,-1.3,6.5,6.5,0,1.7,74,1.5,NA,1,14.4,1,0,0,1,1739404800000,1,2,1,1,1,1,1,"winter","winter"
2025-02-14,34.938,96,0,0,5.244,0.558,3.75,25.224,0,96,0,0,42971,1125.39,396,0,10.32,26.06,0,1.16,2,6,2,6,"19821",0.7,4,-2.6,1.2,1.2,0,0,88,1.5,NA,1,17.3,1,0,0,1,1739491200000,1,3,1,1,1,1,1,"winter","winter"
2025-02-15,38.623,96,0,0,6.68,0.564,4.44,20.889,1.103,96,0,0,43367,1135.71,476,0,12.02,25.25,0,6.38,0,4,0,4,"19821",-3.7,2,-9.3,-1,0,1,3.7,79,1.5,NA,1,21.7,1,0,0,1,1739577600000,1,2,1,1,1,1,1,"winter","winter"
2025-02-16,37.025,96,0,0,4.896,0.622,4.128,26.39,0,96,0,0,43843,1147.73,479,0,11.87,24.78,0,2.38,2,4,2,4,"19821",-3.3,-2.3,-4.3,0,0,0,0,84,2.6,NA,1,21.3,1,1,0,1,1.739664e+12,1,2,1,1,1,1,1,"winter","winter"
2025-02-17,42.304,96,0,0,6.004,0.612,4.402,26.961,0,96,0,0,44322,1159.6,494,0,12.2,24.7,0,2.47,0,4,0,4,"19821",-4.6,-3.5,-5.7,0,0,0,0,80,2.6,NA,1,22.6,1,1,0,1,1739750400000,1,2,1,1,1,1,1,"winter","winter"
2025-02-18,29.515,96,0,0,3.496,0.586,3.87,19.318,0,96,0,0,44816,1171.8,406,0,9.86,24.29,0,1.89,0,4,0,4,"19821",-4.3,-3.5,-5.1,0,0,0,0,76,1,NA,1,22.3,1,1,0,1,1739836800000,1,2,1,1,1,1,1,"winter","winter"
2025-02-19,37.837,96,0,0,6.568,0.598,4.17,23.09,0,96,0,0,45222,1181.66,411,0,8.91,21.68,0,2.61,0,4,0,4,"19821",-4.6,-3.3,-5.9,0,0,0,0,77,1.5,NA,1,22.6,1,1,0,1,1739923200000,1,2,1,1,1,1,1,"winter","winter"
2025-02-20,27.484,96,0,0,3.876,0.344,4.129,14.537,1.66,96,0,0,45633,1190.57,524,0,11.9,22.71,0,12.72,0,2,0,2,"19821",-2.8,5.3,-10.8,-1,0,1,8.7,77,1,NA,1,20.8,1,0,0,1,1740009600000,1,1,1,1,1,1,1,"winter","winter"
2025-02-21,17.603,96,0,0,2.412,0.02,3.086,8.929,5.053,96,0,0,46157,1202.47,423,0,9.44,22.32,0,13.72,0,2,0,2,"19821",1,8.7,-6.7,-1,0,1,8.6,83,1,NA,1,17,1,0,0,1,1.740096e+12,1,1,1,1,1,1,1,"winter","winter"
2025-02-22,26.043,96,0,0,4.944,0.408,4.247,16.524,1.053,96,0,0,46580,1211.91,370,0,8.38,22.65,0,10.04,0,0,0,0,"19821",2.7,9.9,-4.5,-1,0,1,6.1,71,0.6,NA,1,15.3,1,0,0,1,1740182400000,0,0,1,1,1,1,1,"winter","winter"
2025-02-23,13.894,96,0,0,4.636,0,2.29,6.646,5.003,96,0,0,46950,1220.29,338,0,7.71,22.81,0,10.88,0,0,0,0,"19821",4.1,11,-2.9,-1,0,1,3.4,74,1,NA,1,13.9,1,0,0,1,1740268800000,0,0,1,1,1,1,1,"winter","winter"
2025-02-24,18.289,96,0,0,2.94,0.254,2.383,11.99,3.396,96,0,0,47288,1228,298,0,6.78,22.75,0,12.28,0,0,0,0,"19821",5.7,11.9,-0.5,-1,0,1,5.9,70,1.5,NA,1,12.3,1,0,0,1,1740355200000,0,0,1,1,1,1,1,"winter","winter"
2025-02-25,17.869,96,0,0,3.12,0.184,2.308,9.521,1.305,96,0,0,47586,1234.78,275,0,6.1,22.18,0,7.35,0,0,0,0,"19821",5.6,10.4,0.8,0.1,0.1,0,3.1,71,1,NA,1,12.4,0,0,0,1,1740441600000,0,0,1,1,1,1,1,"winter","winter"
2025-02-26,18.553,96,0,0,2.524,0.324,2.29,12.098,0,96,0,0,47861,1240.88,276,0,6.25,22.64,0,1.96,0,0,0,0,"19821",3.8,6.7,0.9,12.3,12.3,0,0,93,0.6,NA,1,14.2,0,0,0,1,1.740528e+12,0,0,1,1,1,1,1,"winter","winter"
2025-02-27,17.049,96,0,0,4.284,0.222,2.926,10.801,2.115,96,0,0,48137,1247.13,296,0,6.83,23.07,0,10.11,0,0,0,0,"19821",4.1,8.4,-0.2,10.2,10.2,0,5,86,1,NA,1,13.9,1,0,0,1,1740614400000,0,0,1,1,1,1,1,"winter","winter"
2025-02-28,18.62,96,0,0,2.524,0.292,2.396,11.515,0.58,96,0,0,48433,1253.96,296,0,6.5,21.96,0,4.35,0,0,0,0,"19821",2.7,5.4,0,0.9,0.9,0,2.2,88,1,NA,1,15.3,0,0,0,1,1740700800000,0,0,1,1,1,1,1,"winter","winter"
2025-03-01,16.036,96,0,0,2.716,0.248,2.63,8.312,0.49,96,0,0,48729,1260.46,327,0,7.14,21.83,0,5.14,0,0,0,0,"19821",1,3.5,-1.5,0,0,0,0,87,0.6,NA,1,17,1,0,0,1,1740787200000,0,0,1,1,1,1,1,"winter","spring"
2025-03-02,8.231,96,0,0,1.664,0,2.165,3.08,8.22,96,0,0,49056,1267.6,347,0,7.86,22.65,0,15.41,0,0,0,0,"19821",2,7.9,-4,-1,0,1,9.3,77,1,NA,1,16,1,0,0,1,1740873600000,0,0,1,1,1,1,1,"winter","spring"
2025-03-03,17.055,96,25,0.260416666666667,3.112,0.294,2.185,10.854,4.464,96,25,0.260416666666667,49403,1275.46,324,0,7.54,23.27,0,16.01,0,0,0,0,"19821",2.5,10.7,-5.7,-1,0,1,9.4,73,0.6,NA,1,15.5,1,0,0,1,1.74096e+12,0,0,1,1,1,1,1,"winter","spring"
2025-03-04,16.453,96,0,0,4.028,0,2.16,8.849,6.345,96,0,0,49727,1283,310,0,7.24,23.35,0,15.96,0,0,0,0,"19821",4.1,12.4,-4.2,-1,0,1,9.5,65,1,NA,1,13.9,1,0,0,1,1741046400000,0,0,1,1,1,1,1,"winter","spring"
2025-03-05,11.01,96,0,0,2.8,0.018,2.197,5.43,6.493,96,0,0,50037,1290.24,276,0,6.33,22.93,0,15.74,0,0,0,0,"19821",5.7,15.1,-3.7,-1,0,1,9.5,60,1,NA,1,12.3,1,0,0,1,1741132800000,0,0,1,1,1,1,1,"winter","spring"
2025-03-06,10.345,96,0,0,1.808,0.034,2.301,4.35,6.418,96,0,0,50313,1296.57,249,0,5.65,22.69,0,16.06,0,0,0,0,"19821",6.8,16.6,-3.1,-1,0,1,9.5,51,1,NA,1,11.2,1,0,0,1,1741219200000,0,0,1,1,1,1,1,"winter","spring"
2025-03-07,16.212,96,0,0,3.576,0.006,2.621,8.759,5.388,96,0,0,50562,1302.22,258,0,5.91,22.91,0,15.96,0,0,0,0,"19821",5.9,14.7,-2.9,-1,0,1,9.5,51,0.6,NA,1,12.1,1,0,0,1,1741305600000,0,0,1,1,1,1,1,"winter","spring"
2025-03-08,17.895,96,0,0,3.708,0.054,4.675,7.984,2.671,96,0,0,50820,1308.13,273,0,6.13,22.45,0,12.61,0,0,0,0,"19821",6.5,15.4,-2.5,-1,0,1,8.1,54,1,NA,1,11.5,1,0,0,1,1.741392e+12,0,0,1,1,1,1,1,"winter","spring"
2025-03-09,14.341,96,0,0,2.268,0,3.414,5.672,7.987,96,0,0,51093,1314.26,252,0,5.54,21.98,0,15.86,2,2,2,2,"19821",6.3,14.9,-2.3,0,0,0,8.5,53,2.1,NA,1,11.7,1,0,0,1,1741478400000,1,1,1,1,1,1,1,"winter","spring"
2025-03-10,23.639,96,0,0,2.748,0.47,3.339,15.339,0.016,96,0,0,51345,1319.8,254,0,6.01,23.66,0,2.87,0,2,0,2,"19821",7,9.1,4.9,9.4,9.4,0,0,86,0.6,NA,1,11,0,0,0,1,1741564800000,1,1,1,1,1,1,1,"winter","spring"
2025-03-11,17.36,96,0,0,2.568,0.166,2.396,9.349,1.689,96,0,0,51599,1325.81,243,0,5.79,23.83,0,8.72,0,2,0,2,"19821",5,9.7,0.3,2.3,2.3,0,2,80,1.5,NA,1,13,0,0,0,1,1741651200000,1,1,1,1,1,1,1,"winter","spring"
2025-03-12,16.973,96,0,0,2.864,0.004,2.335,10.719,0.889,96,0,0,51842,1331.6,245,0,5.84,23.84,0,5.36,0,2,0,2,"19821",6.3,8.6,4,16.3,16.3,0,0.5,88,1.5,NA,1,11.7,0,0,0,1,1741737600000,1,1,1,1,1,1,1,"winter","spring"
2025-03-13,17.19,96,0,0,3.532,0.236,2.235,10.562,1.847,96,0,0,52087,1337.44,263,0,6.24,23.73,0,8.39,0,2,0,2,"19821",4.8,9,0.6,12.6,12.6,0,2.2,81,1.5,NA,1,13.2,0,0,0,1,1.741824e+12,1,1,1,1,1,1,1,"winter","spring"
2025-03-14,21.956,96,0,0,3.532,0.346,2.762,15.267,0,96,0,0,52350,1343.68,282,0,6.54,23.19,0,1.31,0,2,0,2,"19821",2.9,5.3,0.5,22.9,22.9,0,0,93,1,NA,1,15.1,0,0,0,1,1741910400000,1,1,1,1,1,1,1,"winter","spring"
2025-03-15,18.629,96,0,0,3.636,0.258,2.569,11.401,0.909,96,0,0,52632,1350.22,277,0,6.4,23.1,0,5.79,0,2,0,2,"19821",2.8,5.2,0.4,9.4,9.4,0,0,91,0.6,NA,1,15.2,0,0,0,1,1741996800000,1,1,1,1,1,1,1,"winter","spring"
2025-03-16,17.563,96,0,0,4.784,0.08,2.172,11.991,0.509,96,0,0,52909,1356.62,263,0,6.28,23.88,0,6.7,0,0,0,0,"19821",3.6,6.4,0.7,5.2,5.2,0,0.3,92,0.6,NA,1,14.4,0,0,0,1,1742083200000,0,0,1,1,1,1,1,"winter","spring"
2025-03-17,14.683,96,0,0,3.852,0.002,2.394,8.906,5.675,96,0,0,53172,1362.9,296,0,7.36,24.86,0,14.87,0,0,0,0,"19821",5.7,9.4,2,-1,0,1,7.6,60,1.5,NA,1,12.3,0,0,0,1,1742169600000,0,0,1,1,1,1,1,"winter","spring"
2025-03-18,9.301,96,0,0,2.184,0,2.178,2.261,9.14,96,0,0,53468,1370.26,317,0,8.47,26.76,1,15.88,0,0,0,0,"19821",0.5,5,-4.1,-1,0,1,7.8,55,1.5,NA,1,17.5,1,0,0,1,1.742256e+12,0,0,1,1,1,1,1,"winter","spring"
2025-03-19,11.443,96,0,0,2.232,0.004,2.14,5.805,6.615,96,0,0,53785,1378.73,317,0,8.47,26.76,1,18.42,0,0,0,0,"19821",3.1,11.5,-5.3,-1,0,1,9.5,58,1,NA,1,14.9,1,0,0,1,1742342400000,0,0,1,1,1,1,1,"winter","spring"
2025-03-20,12.523,96,0,0,2.272,0.004,2.2,6.756,7.757,96,0,0,54101,1387.2,264,0,6.9,26.14,0,18.22,0,0,0,0,"19821",5.4,13.3,-2.6,-1,0,1,9.6,61,2.1,NA,1,12.6,1,0,0,1,1742428800000,0,0,1,1,1,1,1,"winter","spring"
2025-03-21,9.458,96,0,0,1.908,0,2.082,3.831,7.79,96,0,0,54365,1394.1,254,0,6.37,25.08,0,15.58,0,0,0,0,"19821",6.4,13.9,-1.1,0,0,0,5.8,60,1.5,NA,1,11.6,1,0,0,1,1742515200000,0,0,1,1,1,1,1,"winter","spring"
2025-03-22,7.977,96,0,0,1.42,0,2.138,3.056,4.799,96,0,0,54619,1400.47,243,0,5.88,24.2,0,9.76,0,0,0,0,"19821",7.4,11,3.8,4.2,4.2,0,1.7,68,1.5,NA,1,10.6,0,0,0,1,1742601600000,0,0,1,1,1,1,1,"winter","spring"
2025-03-23,19.286,96,0,0,3.328,0.212,2.095,13.32,0.723,96,0,0,54862,1406.35,237,0,5.84,24.64,0,6.02,0,0,0,0,"19821",9.3,13.7,4.9,4.5,4.5,0,4.3,75,1.5,NA,1,8.7,0,0,0,1,1.742688e+12,0,0,1,1,1,1,1,"winter","spring"
2025-03-24,16.906,96,0,0,2.888,0.106,2.216,10.42,3.886,96,0,0,55099,1412.19,217,0,5.24,24.15,0,13.81,0,0,0,0,"19821",8.4,14,2.7,0.3,0.3,0,3.4,75,1,NA,1,9.6,0,0,0,1,1742774400000,0,0,1,1,1,1,1,"winter","spring"
2025-03-25,14.985,96,0,0,4.076,0.04,2.255,8.472,3.76,96,0,0,55316,1417.43,213,0,5.13,24.08,0,11.37,0,0,0,0,"19821",8.9,13,4.7,8.9,8.9,0,1.9,84,1,NA,1,9.1,0,0,0,1,1742860800000,0,0,1,1,1,1,1,"winter","spring"
2025-03-26,15.252,96,0,0,3.052,0.004,2.438,8.466,5.202,96,0,0,55529,1422.56,219,0,5.24,23.93,0,14.5,0,0,0,0,"19821",8.4,12.8,3.9,0,0,0,6.2,75,1.5,NA,1,9.6,0,0,0,1,1742947200000,0,0,1,1,1,1,1,"winter","spring"
2025-03-27,13.757,96,0,0,2.676,0.026,2.26,7.751,3.414,96,0,0,55748,1427.8,226,0,5.6,24.78,0,11.59,0,0,0,0,"19821",6.4,12.6,0.2,-1,0,1,4.8,61,2.6,NA,1,11.6,0,0,0,1,1743033600000,0,0,1,1,1,1,1,"winter","spring"
2025-03-28,24.647,96,0,0,5.548,0.308,2.256,19.602,0.03,96,0,0,55974,1433.4,219,0,5.3,24.2,0,3.95,0,0,0,0,"19821",6.7,9.8,3.5,7.1,7.1,0,0,74,1,NA,1,11.3,0,0,0,1,1.74312e+12,0,0,1,1,1,1,1,"winter","spring"
